"","MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","ActivityStartDate","OrganizationIdentifier","11Cl-PF3OUdS","3:3 FTCA","4:2 FTS","6:2 FTS","8:2 FTS","9Cl-PF3ONS","ADONA","HFPO-DA","MeFOSAA","NFDHA","PFDA","PFDoA","PFEESA","PFHpA","PFHpS","PFHxS","PFMBA","PFMPA","PFNA","PFNS","PFOA","PFOSA","PFPeA","PFTrDA","PFUnA","5:3 FTCA","7:3 FTCA","N-EtFOSA","N-MeFOSA","PFHxA","N-EtFOSE","PFBA","PFBS","PFOS"
"408","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-03-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-04-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-05-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-06-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-07-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-08-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-09-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-10-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-11-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-12-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","MNPCA-MN0001449-SD001","44.7866","-92.90053","2008-01-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","MNPCA-MN0001449-SD001","44.7866","-92.90053","2008-02-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","MNPCA-MN0001449-SD001","44.7866","-92.90053","2008-03-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-02-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-03-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-04-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-05-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-06-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-07-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-08-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-09-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-10-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-11-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","MNPCA-MN0001449-SD002","44.78816","-92.90393","2007-12-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","MNPCA-MN0001449-SD002","44.78816","-92.90393","2008-01-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","MNPCA-MN0001449-SD002","44.78816","-92.90393","2008-02-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","MNPCA-MN0001449-SD002","44.78816","-92.90393","2008-03-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","MNPCA-PD00027","46.65794","-92.23873","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA,499,NA,NA,3.18,NA,79.8,204,103,NA,NA,NA,NA,NA,NA,153,NA,45.9,46.2,2080
"436","MNPCA-PD00028","46.658433","-92.240102","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,470,NA,NA,3.54,NA,73.3,225,87.5,NA,NA,NA,NA,NA,NA,152,NA,45.5,44.1,1960
"437","MNPCA-PD00029","46.658481","-92.240161","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA,462,NA,NA,2.05,NA,75.3,199,96.9,NA,NA,NA,NA,NA,NA,154,NA,46.3,46.3,1680
"438","MNPCA-PD00030","46.65738","-92.24003","2022-09-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.665,NA,NA,119.15,NA,2025,NA,NA,20.5,NA,414,258.5,365.5,NA,NA,NA,NA,NA,NA,766.5,NA,147.5,148.5,7155
"439","MNPCA-PD00031","46.656595","-92.238608","2022-09-28","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6,NA,2430,NA,NA,11.6,NA,177,78.6,353,NA,NA,NA,NA,NA,NA,360,NA,119,196,5600
"440","MNPCA-PD00048","44.844547","-93.231477","2024-04-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,0.476,NA,NA,1.23,0.686,NA,2.2,NA,7.39,0.246,0.264,1.53,NA,3.01,NA,3.6,0.542,NA,NA,NA,NA,NA,3.22,NA,10.8,NA,NA
"441","MNPCA-PD00048","44.844547","-93.231477","2024-09-04","MNPCA",NA,NA,NA,NA,NA,NA,NA,1.44,NA,NA,2.14,0.984,NA,5.92,NA,10.5,4.19,3.38,2.93,NA,6.34,NA,8.77,1.09,NA,NA,NA,NA,NA,7.25,NA,27.6,NA,NA
"442","MNPCA-PD00048","44.844547","-93.231477","2024-10-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,1.0045,NA,NA,2.635,1.435,NA,4.165,0.237,7.565,1.245,1.23,3.535,NA,5.06,NA,5.6,1.21,NA,NA,NA,NA,NA,5,NA,14.9,NA,NA
"443","MNPCA-S000-067","43.80923","-91.25816","2024-05-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,0.286,NA,NA,NA,NA,1.64,NA,0.706,NA,NA,NA,NA,NA,NA,0.675,NA,6.66,NA,NA
"444","MNPCA-S000-067","43.80923","-91.25816","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,0.253,NA,NA,NA,NA,1.66,NA,0.841,NA,NA,NA,NA,NA,NA,0.981,NA,10.2,NA,NA
"445","MNPCA-S000-067","43.80923","-91.25816","2024-07-31","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,0.256,NA,NA,NA,NA,1.6,NA,0.88,NA,NA,NA,NA,NA,NA,0.859,NA,9.95,NA,NA
"446","MNPCA-S000-067","43.80923","-91.25816","2024-08-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572,NA,0.468,NA,NA,NA,NA,2.31,NA,1.2,NA,NA,NA,NA,NA,NA,1.2,NA,10.3,NA,NA
"447","MNPCA-S000-067","43.80923","-91.25816","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448,NA,0.407,NA,NA,NA,NA,2.71,NA,1.16,NA,NA,NA,NA,NA,NA,1.17,NA,12.6,NA,NA
"448","MNPCA-S000-151","46.074417","-94.334806","2024-07-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,0.684,NA,0.418,NA,NA,NA,NA,NA,NA,0.566,NA,7.65,NA,NA
"449","MNPCA-S000-151","46.074417","-94.334806","2024-08-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457,NA,NA,NA,NA,NA,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,0.478,NA,5.77,NA,NA
"450","MNPCA-S000-151","46.074417","-94.334806","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA
"451","MNPCA-S000-152","46.54425","-93.955889","2024-05-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,NA,NA,NA,NA,NA,NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,0.351,NA,4.12,NA,NA
"452","MNPCA-S000-152","46.54425","-93.955889","2024-07-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,0.318,NA,0.702,NA,0.719,NA,NA,NA,NA,NA,NA,0.593,NA,8.28,NA,NA
"453","MNPCA-S000-152","46.54425","-93.955889","2024-08-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,0.496,NA,6.76,NA,NA
"454","MNPCA-S000-152","46.54425","-93.955889","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,0.341,NA,NA,NA,NA,NA,NA,NA,NA,0.436,NA,6.84,NA,NA
"455","MNPCA-S000-155","47.453","-94.711","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423,NA,0.294,NA,NA,NA,NA,0.337,NA,0.391,NA,NA,NA,NA,NA,NA,0.499,NA,4.02,NA,NA
"456","MNPCA-S000-155","47.453","-94.711","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,NA,NA
"457","MNPCA-S000-155","47.453","-94.711","2024-08-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,NA,NA
"458","MNPCA-S000-155","47.453","-94.711","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307,NA,2.985,NA,NA
"459","MNPCA-S000-155","47.453","-94.711","2024-09-27","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293,NA,3.47,NA,NA
"460","MNPCA-S000-250","47.337528","-91.200111","2024-05-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,NA,NA
"461","MNPCA-S000-250","47.337528","-91.200111","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,NA,NA
"462","MNPCA-S000-250","47.337528","-91.200111","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,NA,NA
"463","MNPCA-S000-250","47.337528","-91.200111","2024-08-20","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,NA,NA
"464","MNPCA-S000-250","47.337528","-91.200111","2024-09-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA
"465","MNPCA-S000-250","47.337528","-91.200111","2024-10-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA
"466","MNPCA-S000-251","47.81823","-90.0518","2024-05-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,NA
"467","MNPCA-S000-251","47.81823","-90.0518","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498,NA,NA,NA,NA,NA,NA,0.224,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA
"468","MNPCA-S000-251","47.81823","-90.0518","2024-07-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,NA,NA
"469","MNPCA-S000-251","47.81823","-90.0518","2024-08-06","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,0.193,NA,0.347,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA
"470","MNPCA-S000-251","47.81823","-90.0518","2024-09-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA
"471","MNPCA-S000-253","47.707222","-90.5225","2024-05-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41,NA,NA
"472","MNPCA-S000-253","47.707222","-90.5225","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448,NA,NA,NA,NA,NA,NA,0.3065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.035,NA,NA
"473","MNPCA-S000-253","47.707222","-90.5225","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA
"474","MNPCA-S000-253","47.707222","-90.5225","2024-08-20","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,NA,NA
"475","MNPCA-S000-253","47.707222","-90.5225","2024-09-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329,NA,NA,NA,NA,0.453,NA,0.466,NA,NA,NA,NA,NA,4.56,NA,NA,NA,NA,2.32,NA,NA
"476","MNPCA-S000-265","47.639556","-90.847694","2024-05-23","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,2.67,NA,NA
"477","MNPCA-S000-265","47.639556","-90.847694","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,NA,NA
"478","MNPCA-S000-265","47.639556","-90.847694","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","MNPCA-S000-265","47.639556","-90.847694","2024-08-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,0.294,NA,0.221,NA,NA,NA,NA,NA,NA,NA,NA,2.44,NA,NA
"480","MNPCA-S000-265","47.639556","-90.847694","2024-09-04","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,NA,NA
"481","MNPCA-S000-570","46.281389","-94.331389","2024-05-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,0.381,NA,4.16,NA,NA
"482","MNPCA-S000-570","46.281389","-94.331389","2024-07-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,0.339,NA,0.753,NA,0.608,NA,NA,NA,NA,NA,NA,0.556,NA,7.61,NA,NA
"483","MNPCA-S000-570","46.281389","-94.331389","2024-08-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,NA,NA,0.546,NA,6.14,NA,NA
"484","MNPCA-S000-570","46.281389","-94.331389","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,0.272,NA,NA,NA,NA,NA,NA,NA,NA,0.535,NA,6.87,NA,NA
"485","MNPCA-S000-864","47.793639","-90.154861","2024-06-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4125,NA,NA,NA,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.385,NA,NA
"486","MNPCA-S000-864","47.793639","-90.154861","2024-07-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,NA,NA
"487","MNPCA-S000-864","47.793639","-90.154861","2024-08-06","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,NA
"488","MNPCA-S000-864","47.793639","-90.154861","2024-09-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,NA,NA
"489","MNPCA-S000-865","47.784861","-90.182306","2024-06-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,0.267,NA,2.8,NA,NA
"490","MNPCA-S000-865","47.784861","-90.182306","2024-07-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3925,NA,NA,NA,NA,NA,NA,0.2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.925,NA,NA
"491","MNPCA-S000-865","47.784861","-90.182306","2024-08-06","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,NA,NA
"492","MNPCA-S000-865","47.784861","-90.182306","2024-09-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA
"493","MNPCA-S000-909","47.769949","-90.2611","2024-05-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,NA,NA
"494","MNPCA-S000-909","47.769949","-90.2611","2024-06-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,0.552,NA,0.462,NA,NA,NA,NA,NA,NA,0.415,NA,3.11,NA,NA
"495","MNPCA-S000-909","47.769949","-90.2611","2024-07-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA,0.295,NA,0.285,NA,NA,NA,NA,NA,NA,NA,NA,2.16,NA,NA
"496","MNPCA-S000-909","47.769949","-90.2611","2024-08-06","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,NA
"497","MNPCA-S000-909","47.769949","-90.2611","2024-09-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843,NA,NA
"498","MNPCA-S001-897","47.451119","-94.906574","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63,NA,NA
"499","MNPCA-S001-897","47.451119","-94.906574","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,0.313,NA,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,NA,NA
"500","MNPCA-S001-897","47.451119","-94.906574","2024-08-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41,NA,NA
"501","MNPCA-S001-897","47.451119","-94.906574","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,NA,NA
"502","MNPCA-S002-996","48.71724","-96.49442","2024-06-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,0.411,NA,0.759,NA,NA,NA,NA,NA,NA,0.613,NA,12.2,NA,NA
